2026-01-28T09:31:54.978836749Z I0128 09:31:54.978191       1 start.go:52] Version: 4.20.0-0-2026-01-28-090915-test-ci-ln-vjb5l1t-latest (Raw: 3ce6221a, Hash: 4593e456f3b51f4c6c458c00752e38f2687baedc)
2026-01-28T09:33:03.285162971Z E0128 09:33:03.284990       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:04.284516323Z E0128 09:33:04.284453       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:05.284746150Z E0128 09:33:05.284691       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:06.284357905Z E0128 09:33:06.284256       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:07.284469855Z E0128 09:33:07.284391       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:08.284583176Z E0128 09:33:08.284512       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:09.284081465Z E0128 09:33:09.283974       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:10.284713552Z E0128 09:33:10.284658       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:11.284410041Z E0128 09:33:11.284296       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:12.284453018Z E0128 09:33:12.284407       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:13.284079344Z E0128 09:33:13.283998       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:14.284996944Z E0128 09:33:14.284942       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:15.284611730Z E0128 09:33:15.284549       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:16.284411094Z E0128 09:33:16.284327       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:17.284567457Z E0128 09:33:17.284513       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:18.284330755Z E0128 09:33:18.284281       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:19.284120540Z E0128 09:33:19.284081       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:20.283953988Z E0128 09:33:20.283909       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:21.284520272Z E0128 09:33:21.284456       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:22.284310428Z E0128 09:33:22.284255       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:23.284673362Z E0128 09:33:23.284582       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:24.283978943Z E0128 09:33:24.283919       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:25.284670083Z E0128 09:33:25.284615       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:26.284670189Z E0128 09:33:26.284614       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:27.284628713Z E0128 09:33:27.284567       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:28.284098472Z E0128 09:33:28.284042       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:29.284338110Z E0128 09:33:29.284283       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:30.284351256Z E0128 09:33:30.284290       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:31.284958292Z E0128 09:33:31.284907       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:32.284705435Z E0128 09:33:32.284489       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:33.284426207Z E0128 09:33:33.284362       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:34.284063105Z E0128 09:33:34.283985       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:35.285016479Z E0128 09:33:35.284921       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:36.284169422Z E0128 09:33:36.284118       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:37.284516255Z E0128 09:33:37.284448       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:38.284408506Z E0128 09:33:38.284334       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:39.284629613Z E0128 09:33:39.284571       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:40.284752315Z E0128 09:33:40.284693       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:41.284553401Z E0128 09:33:41.284512       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:42.284560017Z E0128 09:33:42.284509       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:43.284721061Z E0128 09:33:43.284665       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:44.284319947Z E0128 09:33:44.284276       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:45.284745714Z E0128 09:33:45.284695       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:46.284753430Z E0128 09:33:46.284684       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:47.291417500Z I0128 09:33:47.291373       1 event.go:377] Event(v1.ObjectReference{Kind:"ClusterOperator", Namespace:"openshift-machine-config-operator", Name:"machine-config", UID:"7fb3b117-cda2-4637-9e5e-efec08fdf04c", APIVersion:"", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorVersionChanged' clusteroperator/machine-config version changed from [] to [{operator 4.20.0-0-2026-01-28-090915-test-ci-ln-vjb5l1t-latest} {operator-image registry.build11.ci.openshift.org/ci-ln-vjb5l1t/stable@sha256:f531950bc313d9e80aea72aa532209085d8c1d67017055da1fae01f7ad4ac98b}]
2026-01-28T09:33:49.826744898Z E0128 09:33:49.826693       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:33:55.478304664Z E0128 09:33:55.478259       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:01.142473274Z E0128 09:34:01.142426       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:06.799502345Z E0128 09:34:06.799452       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:12.479268611Z E0128 09:34:12.479225       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:18.129865787Z E0128 09:34:18.129814       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:23.783692245Z E0128 09:34:23.783647       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:29.435257405Z E0128 09:34:29.435202       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:35.086135671Z E0128 09:34:35.086096       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:40.777169234Z E0128 09:34:40.777124       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2026-01-28T09:34:46.430918284Z E0128 09:34:46.430856       1 sync.go:997] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
